eng,nupe
 The Truth comes from Allah alone so be not of those who doubt,Gaskiya de ma dagan eba Tsoci wyo bo wune fe beo Wyo mao gaafe dan mini zanazhie jin shakka na maSurah  If any one disputes in this matter with thee now after full knowledge Hath come to thee say Come! let us gather together- our sons and your sons our women and your women ourselves and yourselves Then let us earnestly pray and invoke the curse of Allah on those who lie!Za na ma ga gbo mi be wyo yin miniubo na baci yan bayani na be ya wyoe yan ilimi na tganganE dabeyin yi-yi egi yizhi to egi yezhi to yinzagi yizhi to yinzagiyezhi to yitso to yetso gancin yici da kpyi-iya Soko yici ba laana Sokoy ta eti ganmana zuncizhio
This is the true account There is no god except Allah and Allah-He is indeed the Exalted in Power the Wise,Akika nana gayi etan yan gaskiyao amade Tsoci ndondoa saide Soko Akika ma Soko gayi Etsu zankpeo U ga mayi Etsu hikimao
But if they turn back Allah hath full knowledge of those who do mischief,Ama ga bea zuma zheta to akika Soko yi be kpikpe yan za nazhie nyin yan kpata na
Say O People of the Book! come to common terms as between us and you That we worship none but Allah that we associate no partners with him that we erect not from among ourselves Lords and patrons other than Allah If then they turn back say ye Bear witness that we at least are Muslims bowing to Allah´s Will, Gan gan Ya ye za ba litafizhi! Edabe yi bey tsun egan nini na mayi nini tsakani yi bo be ye yin na Yi-ga jin bawta ya zandondo ma saide Soko  Yimay ga la yandocia pau baci ma Sashi yizhi maaga la sashi Tsocizhi ke Soko lugwa ma Ama ga bea zuma zheta to ye ye gan gan E jin ri ke de akika yi musulumizhi yi yio na
 Ye People of the Book! Why dispute ye about Abraham when the Law and the Gospel Were not revealed Till after him Have ye no understandingYa ye za ba litafizhi kiila ye cie gbomi eti Ibrahima bo Ama cin Attaura be Injiilae zhina sai zumaubo kashi ye de ankali dea,
Ah! Ye are those who fell to disputing Even in matters of which ye had some knowledge! but why dispute ye in matters of which ye have no knowledge It is Allah Who knows and ye who know not!,Ye dan-na ye gbomi dan mini yan na yetso kpe na to kiila ye cie gbomi dan mini yan na ye de ilimi wuna nayino Soko ma yi be kpikpe ye ma kpea
 Abraham was not a Jew nor yet a Christian but he was true in Faith and bowed his will to Allah´s Which is Islam and he joined not gods with Allah,Ibrahimau fe Yahudia Uma fe Nasara ammaade wyunafe eza nae ya pa gaskiyana naa kpatsun ta ya foro Soko na uma fe dan mini za nazhie la yan pa Soko baci na boa
Without doubt among men the nearest of kin to Abraham are those who follow him as are also this Prophet and those who believe And Allah is the Protector of those who have faith,Akika za nazhi gwoyin gan eba tsonbao be Ibrahimuy na agayi za nazhia emi tuu nao to Annabi Muhammad na na to za nazhia imani jin na Soko ga ma yi Ndakata yan Muminizhio
It is the wish of a section of the People of the Book to lead you astray But they shall lead astray Not you but themselves and they do not perceive!, Jamaa ndocizhi mini zaba Litafizhio ajin guri naaga ye gbinna a maa gbin zandondo sai de etiatso ammaa afe zanazhie wo sansan wuncin naa
Ye People of the Book! Why reject ye the Signs of Allah of which ye are Yourselves witnessesYa ye zaba Litafizhi! Ki-la yecie jin kafirinci be aya Soko zhi yino alali ma ye tso jin ri ke gaskiya ayio nao,
 Ye People of the Book! Why do ye clothe Truth with falsehood and conceal the Truth while ye have knowledgeYa ye zaba Litafizhi! Kila ye cie bo gaskiya keba be ganmana yino ye cie la ganmana swo yetso ma kpe ke ganmana uyio nao,
A section of the People of the Book say Believe in the morning what is revealed to the believers but reject it at the end of the day perchance they may themselves Turn back,Jamaa ndocizhi mini zaba Litafizhio ci gan Yea imani jin be yan na acin be ya zanazhia imani jin be Muhammaduina caba yan yigidiy yemae lae jin kafirinci beu yin zobau yin ujin wo be wunciny atsoa dazhin
 And believe no one unless he follows your religion Say True guidance is the Guidance of Allah Fear ye Lest a revelation be sent to someone else Like unto that which was sent unto you or that those Receiving such revelation should engage you in argument before your Lord Say All bounties are in the hand of Allah He granteth them to whom He pleaseth And Allah careth for all and He knoweth all things,Ye maega ya gaskiya ma be za na mi tu adini ye na gan gan Akika yan bawu ugayi bawu Soko ye gan wuncin ganebo abe gangan alayan-ya zandocizhi iri natso ala yaye nama koma ebo abe din hujja beyeyin yegboro Soko ma Gan gan Akika falala kpata egwa Soko boo dano Wyune lauya za na ga ba Una Soko ma Etsu bagwo uyio Etsu ilimi uyio
 For His Mercy He specially chooseth whom He pleaseth for Allah is the Lord of bounties unbounded,Wyune tsa za na ga baUna be yegunUyin Soko ma Etsu yan falala uyio na wancin na
Among the People of the Book are some who if entrusted with a hoard of gold will readily pay it back others who if entrusted with a single silver coin will not repay it unless thou constantly stoodest demanding because they say there is no call on us to keep faith with these ignorant Pagans but they tell a lie against Allah and well they know it,Amade dan mini zaba Litafizhio za na wyo ga amana kindari lisafi ewo uyio na gbagbaa na laa yauo laa yao na Amade dan miniabo na wyo ga amana yan dinari ewo degi laa yan na wyuna la yano ya wyoa na sai de wyo gakugikini beu yin kando kando na Wuncin mayi ebo na a ganLefi ta eti yi bo yan yandondo nazhi jin YahuduanaAcie gan gan yan ganmana ta Soko atso ma kpe ke ganmana aye zuno na
 Nay- Those that keep their plighted faith and act aright-verily Allah loves those who act aright,Acin gao zandondo na ga alkawaliu she na uci sundan Soko na akika Sokoe wa za nazhi gae sundanuna na
 As for those who sell the faith they owe to Allah and their own plighted word for a small price they shall have no portion in the Hereafter Nor will Allah Deign to speak to them or look at them on the Day of Judgment nor will He cleans them of sin They shall have a grievous penaltyAkika za nazhi-eda shi eyan tetengi izhe be alkawali Sokoe na gan-gani be kutizhia zhi -na zawuncinzhi ade robo ndondo yaa ekuboa Soko maa gangan bea yina U ma cinale be eye yeguny efo Alkiyami yina umaa lia Azaba na ma tan na ga ji tabbata yaa,
 There is among them a section who distort the Book with their tongues As they read you would think it is a part of the Book but it is no part of the Book and they say That is from Allah but it is not from Allah It is they who tell a lie against Allah and well they know it,Akika amade jamaa ndocizhi dan miniabo ajin afe zhe gintara gba dan bayani Litafio ebo de yefe kpaye ke de bayani yan etun yangban wuncindagan Litafi ga bo u fe beo na alali ma ujin dagan Litafi ga boa Amafe gan gan Egan wuncin dagan eba Soko bo u fe beo alali ma ujin eba Soko bo ufe beo Acie zun ganmana ta Soko atso ma kpe
It is not possible that a man to whom is given the Book and Wisdom and the prophetic office should say to people Be ye my worshippers rather than Allah´s on the contrary He would say Be ye worshippers of Him Who is truly the Cherisher of all For ye have taught the Book and ye have studied it earnestly,Ugwo-yin ya zawangia ebo na Sokoa litafi to hukunci to Annabci laa yau na gancin uciu feu ganu ya zawangizhi gan Yeazhe wuzhizhi ya mi ke Soko lugwaa Amma na gwoyin wyuna gan nagayi yea fe eza bawta Soko zhi be iri ilimi nazhi ye de fi litafio na to kaatun nazhi yejin na
Nor would he instruct you to take angels and prophets for Lords and patrons What! would he bid you to unbelief after ye have bowed your will To Allah in Islam,Uma jin ye umurni gan ye dae la malaikazhi to Annabizhi ela Tsoci zhia Kashi wyuna jin ye umurni jin gan yelaejin kafirinci baci na ye yeazhe musulumizhia ni na
 Behold! Allah took the covenant of the prophets saying I give you a Book and Wisdom then comes to you a messenger confirming what is with you do ye believe in him and render him help Allah said Do ye agree and take this my Covenant as binding on you They said We agree He said Then bear witness and I am with you among the witnessesWyo mao pa Kamina Soko la alkawali be Annabizhi na uci gan Mima litafi laayaye be hikimae gancin Tuci ci be yaye wyune ya gaskiya be yan na dan be ye yin na Akika ye ga gaskiya ya beuyin ye maa jinu taimako U gan Ngba yeyeu gboka Yema ga gwa sun alkawali Mi ya ye eti wuncino Aci gan Yi yiu gboka Ugan To ye tsoe jin ri Mima dan be yeyin eti eri jino,
 If any turn back after this they are perverted transgressors,Zana zhi-ma ga zuma zheta baci wuncino na za wuncinzhi ga yi fasikizhio
 Do they seek for other than the Religion of Allah-while all creatures in the heavens and on earth have willing or unwilling bowed to His Will Accepted Islam and to Him shall they all be brought back,Kashi adini ndoci ke yan Soko lugwa gae wa zao Alali ma zandondo na fi samazhio to kinbo na Soko gaata kpatsun yao eti banbao to eti kpakao E ba U gabo ma aku zawangizhi zheban lo
Say We believe in Allah and in what has been revealed to us and what was revealed to Abraham Isma´il Isaac Jacob and the Tribes and in the Books given to Moses Jesus and the prophets from their Lord We make no distinction between one and another among them and to Allah do we bow our will in Islam,Gan gan Yi yia imani jin be Sokoe be yan na a cin be ya yina be yana acin be ya Ibrahimae na to Ismaila to Ishaqa to Yakuba to Yagizhi na To yan na a la ya Musa na to Isa to Annabawazhi dagan eba Tsociabo na Yi ma la erikpe ndondo dan tsakaniaboa Yi maafe za nazhia kpatsun ta ya Soko na
If anyone desires a religion other than Islam submission to Allah never will it be accepted of him and in the Hereafter He will be in the ranks of those who have lost All spiritual good,Zandondo na ma gada wa ndoci yan Musulunci cigan adini na to a gwo gwauboa za wuncin ma gaafe Efo Alkiyamio dan mini zanazhia jin asara nao
How shall Allah Guide those who reject Faith after they accepted it and bore witness that the Messenger was true and that Clear Signs had come unto them but Allah guides not a people unjust,Ke wuna zhe zhe na Soko ga bawu laaya jamaa nazhi ajin kafirinci be sokoe baci na a imani jin be Sokoe nao A tso ma eri jin ke Tuci Soko gaskiya uyio nao hujjazhi ma da be yaa Soko mae la jama yan Azwalumizhi kr ekoa
 Of such the reward is that on them rests the curse of Allah of His angels and of all mankind,Zawuncinzhi egagbaa ugayi akika laana yan Soko ta etiabo to yan Malaikazhi to yan zawangizhi bae nio
 In that will they dwell nor will their penalty be lightened nor respite be their lot,Amafi bo fi tutun yin ajin sauki azaba yaa a ma pata yaa
 Except for those that repent Even after that and make amends for verily Allah is Oft-Forgiving Most Merciful,Sai de za na zhi ga tuba jin zuma wuncino na acia gyara jin na to akika Soko Etsu gafara uyio Etsu yegun uyio
Except for those that repent Even after that and make amends for verily Allah is Oft-Forgiving Most Merciful,Sai de za na zhi ga tuba jin zuma wuncino na acia gyara jin na to akika Soko Etsu gafara uyio Etsu yegun uyio
But those who reject Faith after they accepted it and then go on adding to their defiance of Faith- never will their repentance be accepted for they are those who have of set purpose gone astray,Akika za nazhia jin kafirinci baci yan imania bo na gancin acie be be eti kafirincio na agwo tubaa za wuncinzhima aga yi eza egbinzhio
As to those who reject Faith and die rejecting- never would be accepted from any such as much gold as the earth contains though they should offer it for ransom For such is in store a penalty grievous and they will find no helpers,Akika za nazhia jin kafirinci na har acia tsu alalima kafirizhi ayio na agwo ewo zinari naashe izhe na dagan egwa zaeni ndondo miniabo ka aga ga ewo wuncin laasa etia agwo egwaa boa Zawuncizhima azaba na tan na gaajin tabbata yaa amade za nazhia jina taimako naa
 By no means shall ye attain righteousness unless ye give freely of that which ye love and whatever ye give of a truth Allah knoweth it well,Ye gade daraja yan bolobolo jina sai ye ga wu dukiyaye dan eko Soko mini yan nazhi yetso gae wa na yandondo na ma ye ga wu na akika Soko yi be kpikpeu yin
All food was lawful to the Children of Israel except what Israel Made unlawful for itself before the Law of Moses was revealed Say Bring ye the Law and study it if ye be men of truth,Yangici kpata halali ayio ya Banu Israilazhio sai de na Israiluzhi gaa la jin haramu ya eti tacina shidzo bedzo kafi acin Ataura be na Gan-gan  Ela Attaura beyn ye mae gbau wuna yi za gaskiyazhi ye yio na
 If any after this invent a lie and attribute it to Allah they are indeed unjust wrong-doers,Zandondo na gae tswa ganmana ta Soko na baci wuncino na to zawuncinzhi ga yi azwalumizhio
Say Allah speaketh the Truth follow the religion of Abraham the sane in faith he was not of the Pagans,Gan gan Sokoa gaskiya ta gancin ye mae la mie tu ekpa yan Ibrahima napan ke ganmana lugwa na uma fe dan mini za nazhie la yandoci pa Soko baci naa
In it are Signs Manifest for example the Station of Abraham whoever enters it attains security Pilgrimage thereto is a duty men owe to Allah- those who can afford the journey but if any deny faith Allah stands not in need of any of His creatures,Mini ubo ayazhi danbo nazhia tula na ke kinigiba yan Ibrahima na Zandondo na gagandan bona ugade aminci Hajji ma danbo yan kata Soko ta eti zawangizhio naajin ebo Sokona ya za na ga de kagbo na uga lo bo na Za nama ga bea jin kafirinci ci loa na to akika Sokoa kunke ke alittazhi kpata lugwa
Say O People of the Book! Why reject ye the Signs of Allah when Allah is Himself witness to all ye do,Gan gan Ya ye zaba litafizhi! Kila ye cie jin kafirinci be aya Soko yino Soko ma Eriko uyio ta eti etun nazhi ye ye lo na bo
Say O ye People of the Book! Why obstruct ye those who believe from the path of Allah Seeking to make it crooked while ye were yourselves witnesses to Allah´s Covenant but Allah is not unmindful of all that ye do,Gan gan  Ya ye zaba litafizhi! Kila ye cie kan zanazhia imani jin na eko Soko yn dao ye cie wa gan yela eko Sokoe lae zhe kinkanci yetso ma erizhi ye yio tati wuncin bo Soko ma yaye ke etun nazhi yelo na lugwaa
O ye who believe! If ye listen to a faction among the People of the Book they would indeed render you apostates after ye have believed!,Ya ye nazhia imani jin na! Ye ga emitu kansan ndocizhi mini yan za na nazhi ala litafi ya na aga ye laazhe kafirizhi baci yan imani ye bo
